Index,Restaurant_id,C,Name,Ratings,Price for one,Cuisines,Delivery_reviews_Count,Restaurant_address,Latitude,Longtitude
1751,R326, Beverages,Brik Oven,4.2,100,"Cafe, Italian, Fast Food, Desserts, Beverages, Shake",1005,"Church Street, Bangalore",12.97486037,77.60533679
1752,R330, North Indian,Zaatar,3.8,100,"BBQ, Arabian, Biryani, Chinese, North Indian, Mughlai, Desserts, Beverages",11600,"Old Madras Road, Bangalore",12.99595105,77.66673524
1753,R332, Shake,Shawarma Grill House,3.9,100,"Chinese, Biryani, Mughlai, North Indian, Shake, Sichuan",4279,"Rajajinagar, Bangalore",12.99248314,77.5567925
1754,R333, Street Food,Main Lassi Shop,3.7,150,"Beverages, Shake, Juices, Fast Food, Street Food, Sandwich, Ice Cream",8294,"Shivajinagar, Bangalore",12.9874046,77.6038739
1755,R336, Fast Food,Shuchi Ruchi,3.8,150,"Chinese, North Indian, South Indian, Street Food, Fast Food",8278,"Malleshwaram, Bangalore",13.00123378,77.57226214
1756,R339, Rolls,Hamza Hotel,4.1,150,"North Indian, Chinese, Mughlai, Biryani, Rolls",3856,"Shivajinagar, Bangalore",12.98604819,77.60495793
1757,R340, Beverages,The Tasty Planet,4,150,"Fast Food, Salad, Sandwich, Street Food, Beverages, Juices, Shake",810,"Richmond Road, Bangalore",12.95618099,77.62094021
1758,R342, Shake,Priyadarshini Veg,4.3,150,"North Indian, South Indian, Chinese, Street Food, Shake, Beverages",7052,"Yeshwantpur, Bangalore",13.02303522,77.55678445
1759,R343, Shake,Sree Udupi Grand,4.1,150,"South Indian, North Indian, Chinese, Beverages, Shake",65,"Majestic, Bangalore",12.98481325,77.56810505
1760,R344, Fast Food,Chicken County Restaurant,4.2,150,"North Indian, Chinese, Mughlai, Seafood, Fast Food, Biryani, Beverages",3174,"Bannerghatta Road, Bangalore",12.93056942,77.60045886
1761,R346, Fast Food,Udupi Aatithya,4.1,200,"South Indian, North Indian, Chinese, Street Food, Fast Food, Beverages, Desserts",1788,"Basavanagudi, Bangalore",12.95727295,77.57019717
1762,R347, Seafood,AB's - Absolute Barbecues,3.5,200,"BBQ, North Indian, Continental, Oriental, Seafood, Fast Food, Desserts",146,"Jatti Building, Koramangala 5th Block, Bangalore",12.93471582,77.61584669
1763,R348, Beverages,Brew Cafe,3.9,200,"Fast Food, Momos, Street Food, Ice Cream, Beverages",597,"BTM, Bangalore",12.93102755,77.60703061
1764,R350, Mughlai,Punjabi Unplugged,3.6,200,"North Indian, Chinese, Kebab, Biryani, Mughlai",3260,"Koramangala 7th Block, Bangalore",12.93618039,77.61545844
1765,R362, Desserts,Boss Burger,4,250,"Burger, Fast Food, American, Finger Food, Desserts, Beverages, Continental",361,"Lavelle Road, Bangalore",12.9717889,77.59833455
1766,R363, Chinese,Bansuri Sweets,3.9,250,"Mithai, North Indian, Street Food, Sandwich, Chinese",802,"Vijay Nagar, Bangalore",12.96717753,77.54187237
1767,R364, Beverages,Shanthi Sagar,3.7,250,"South Indian, North Indian, Chinese, Desserts, Beverages, Shake",23500,"JP Nagar, Bangalore",12.91358312,77.58588072
1768,R368, Beverages,Udupi Shanthi Sagar,4.1,250,"North Indian, South Indian, Chinese, Street Food, Beverages",882,"Frazer Town, Bangalore",12.9958649,77.61309314
1769,R370, Chettinad,Motis Kitchen,4.2,50,"South Indian, Kerala, Chinese, Seafood, Chettinad",26600,"Thippasandra, Bangalore",12.97254427,77.65337247
1770,R371, Beverages,SLV Corner Restaurant,4.3,50,"South Indian, North Indian, Street Food, Chinese, Beverages, Desserts",12000,"153 Biere Street, Bangalore",12.94830086,77.56875951
1771,R372, Seafood,Chichaba's Taj,4,50,"North Indian, Mughlai, Biryani, Kebab, Seafood, Beverages",5240,"Frazer Town, Bangalore",13.00035697,77.61733733
1772,R378, Beverages,Udupi Kitchen,3.9,50,"South Indian, Chinese, Street Food, Desserts, Beverages, Shake, Sichuan",1533,"Vijay Nagar, Bangalore",12.971652,77.53774412
1773,R384, South Indian,Mangalore Lunch Home,4,100,"Mangalorean, North Indian, Chinese, Biryani, South Indian",3652,"Basaveshwara Nagar, Bangalore",12.99831258,77.54639793
1774,R387, Desserts,Lavonne,4.3,100,"Cafe, Fast Food, Bakery, Beverages, Desserts",462,"St. Marks Road, Bangalore",12.9694169,77.60047294
1775,R389, Beverages,Big Bang Pizza,3.9,100,"Pizza, Pasta, Burger, Fast Food, Beverages",1063,"Frazer Town, Bangalore",12.9948082,77.61502594
1776,R392, Beverages,Burger It Up,3.9,100,"Burger, North Indian, Chinese, Desserts, Beverages",18,"Vasanth Nagar, Bangalore",12.99223224,77.59426095
1777,R393, Fast Food,Hungry Bird,3.9,200,"Biryani, North Indian, Chinese, Rolls, Fast Food, Sichuan",7837,"BTM, Bangalore",12.92194864,77.61653602
1778,R394, Beverages,Mallu Family Restaurant,3.7,200,"Arabian, Biryani, Chinese, South Indian, Beverages, Shake",2653,"BTM, Bangalore",12.92391817,77.61085778
1779,R401, Beverages,Kabab Manor,4,200,"North Indian, Biryani, Fast Food, Chinese, Beverages",8198,"RT Nagar, Bangalore",13.02711736,77.59337649
1780,R405, Rolls,Eat N Drink,4.1,100,"Fast Food, Sandwich, Burger, Wraps, Rolls, Shake, Juices, Beverages",707,"BTM, Bangalore",12.93095011,77.60673791
1781,R406, Desserts,Burger Seigneur,4.2,100,"Cafe, Burger, Continental, Beverages, Desserts",1524,"1 Sobha, Bangalore",12.97504236,77.60257144
1782,R407, Vietnamese,SLAY Coffee,3.9,100,"Desserts, Coffee, Beverages, Pancake, Vietnamese, Cafe, Rolls, Wraps",1511,"Indiranagar, Bangalore",12.978123,77.638278
1783,R408, Sandwich,Udupi Upachar,3.8,100,"South Indian, North Indian, Chinese, Street Food, Sandwich, Shake, Beverages, Ice Cream",7800,"Banashankari, Bangalore",12.920783,77.5694282
1784,R409, Beverages,Le Arabia,3.4,100,"Arabian, North Indian, Chinese, Fast Food, Beverages, Desserts",488,"Koramangala 5th Block, Bangalore",12.933545,77.6227283
1785,R411, Beverages,Sukh Sagar,4,100,"Chinese, Street Food, Fast Food, Desserts, Beverages, Shake, Sichuan",866,"Majestic, Bangalore",12.97675009,77.57793535
1786,R414, Beverages,New Udupi Upahar,4,100,"South Indian, North Indian, Chinese, Street Food, Beverages, Shake",1222,"Jayanagar, Bangalore",12.91910951,77.58361693
1787,R418, Healthy Food,Limelight - Royal Orchid Hotel,3.7,50,"Asian, Continental, North Indian, South Indian, Healthy Food, Beverages, Desserts",1462,"Royal Orchid Hotel,  Old Airport Road, Bangalore",12.9572309,77.6436085
1788,R419, Beverages,Smoky Docky,4.3,50,"Shawarma, Fast Food, Lebanese, Desserts, Beverages",684,"Sanjay Nagar, Bangalore",13.0281637,77.5726987
1789,R423, Chinese,RS Shiv Sagar,3.6,50,"North Indian, South Indian, Asian, Continental, Chinese, Beverages, Desserts",744,"MG Road, Bangalore",12.97449707,77.61002932
1790,R426, Sichuan,Tibetan Mother's Kitchen,3.9,50,"Tibetan, Chinese, Asian, Momos, Sichuan",6631,"Koramangala 7th Block, Bangalore",12.93484816,77.61272427
1791,R427, Beverages,Itminaan Matka Biryani - Slow Cooked,4.1,50,"Biryani, North Indian, Mughlai, Desserts, Beverages",16,"Shanti Nagar, Bangalore",12.961168,77.598239
1792,R428, Seafood,Mainland China,3.9,50,"Chinese, Momos, Thai, Asian, Seafood, Sushi, Beverages",498,"Koramangala 7th Block, Bangalore",12.935099,77.613337
1793,R429, Beverages,No.10 Fort Cochin,3.9,200,"Kerala, Seafood, Biryani, Chinese, Beverages, Desserts",2668,"St. Marks Road, Bangalore",12.970767,77.600686
1794,R430, Lucknowi,Aligarh House- Mughlai Biryani,4,200,"Biryani, Mughlai, Kebab, North Indian, Lucknowi, Fast Food, Beverages, Desserts",237,"Cunningham Road, Bangalore",12.986283,77.594839
1795,R431, Desserts,Rumi,4,200,"Awadhi, Mughlai, North Indian, Kebab, Desserts",1634,"Indiranagar, Bangalore",12.97041079,77.64336616
1796,R432, Seafood,Chaitra Restaurant,3.8,200,"North Indian, Chinese, Andhra, Biryani, Seafood, Fast Food, South Indian",4805,"Kalyan Nagar, Bangalore",13.01309498,77.64244784
1797,R433, Juices,Lassi Shop,4,200,"Beverages, Ice Cream, Desserts, Shake, Juices",3300,"Banashankari, Bangalore",12.926287,77.56101966
1798,R434, Chinese,Malabar Bay,3.5,200,"Kerala, Seafood, North Indian, Biryani, Chinese, Beverages, Shake, Desserts",9474,"BTM, Bangalore",12.93545203,77.60767836
1799,R437, Desserts,Shiv Sagar,3.6,200,"South Indian, North Indian, Oriental, Street Food, Desserts, Beverages, Shake",307,"Banaswadi, Bangalore",13.00214294,77.63314325
1800,R441, Burger,Boba Tree,3.7,250,"Cafe, Beverages, Bubble Tea, Pizza, Burger, Fast Food, Desserts",501,"Indiranagar, Bangalore",12.97895801,77.64090255
1801,R444, Beverages,Vinny's,3.8,250,"Cafe, Italian, Continental, Pizza, Beverages, Desserts",3303,"Banashankari, Bangalore",12.92437468,77.56477509
1802,R451, Kashmiri,Karama Restaurant,3.9,250,"Arabian, Mughlai, Seafood, North Indian, Kashmiri, Biryani, Desserts",15600,"Frazer Town, Bangalore",12.99971438,77.61597678
1803,R453, Burger,Lakeview Milkbar,4.1,200,"Desserts, Cafe, Fast Food, Sandwich, Burger, Ice Cream, Shake",1029,"MG Road, Bangalore",12.97589312,77.6037962
1804,R454, Sichuan,Rolls & Bowls Company,3.6,200,"Rolls, North Indian, Chinese, Fast Food, Sichuan",41,"Hosur Road, Bangalore",12.93520923,77.60948238
1805,R456, Seafood,1522 - The Pub,4.1,200,"Chinese, North Indian, Continental, Finger Food, Seafood, Beverages",208,"Residency Road, Bangalore",12.97306539,77.60894537
1806,R457, Biryani,Savji's Roll 'N' Biryani,4,200,"North Indian, Chinese, South Indian, Rolls, Biryani, Sandwich, Burger, Fast Food",15600,"Vijay Nagar, Bangalore",12.97159548,77.54694175
1807,R464, Waffle,The Bangalore Creamery,4,200,"Ice Cream, Desserts, Beverages, Shake, Waffle",1203,"Indiranagar, Bangalore",12.96015902,77.64534228
1808,R467, Chinese,Burnout Cafe,3.3,100,"Cafe, Beverages, Continental, Italian, Chinese, Fast Food, Asian, Desserts",81,"Infantry Road, Bangalore",12.97977577,77.60372043
1809,R469, Seafood,Green Pepper,4,100,"Kerala, Biryani, North Indian, South Indian, Seafood, Chinese, Sichuan",11900,"Jeevan Bhima Nagar, Bangalore",12.96906284,77.64891746
1810,R478, Shake,Richie Rich,4.2,150,"Desserts, Beverages, Fast Food, Ice Cream, Shake",4072,"Race Course Road, Bangalore",12.98683423,77.58000903
1811,R480, Mexican,Cafe Azzure,4,150,"Cafe, Continental, Fast Food, Italian, Mexican, Beverages, Desserts",562,"MG Road, Bangalore",12.97530242,77.60758247
1812,R481, Desserts,Gullu's Chat,3.9,150,"Fast Food, Street Food, Sandwich, Pizza, Desserts, Beverages",8131,"Seshadripuram, Bangalore",12.99249882,77.57832259
1813,R482, Beverages,Simpli Namdhari's,3.1,150,"Asian, Fast Food, Chinese, North Indian, Beverages, Salad",43,"Brigade Road, Bangalore",12.97032532,77.60995217
1814,R483, Seafood,Aramane Donne Biriyani,4.1,150,"Biryani, North Indian, South Indian, Andhra, Seafood, Chinese",1949,"Koramangala 8th Block, Bangalore",12.94176085,77.6155654
1815,R484, Juices,Thottathil Food House,3.7,150,"Kerala, South Indian, Biryani, Shake, Juices, Beverages",9958,"BTM, Bangalore",12.92663829,77.61508729
1816,R487, Mughlai,Karavali Family Restaurant,4,150,"Mangalorean, Biryani, Chinese, South Indian, Mughlai, Seafood, North Indian",1216,"Brigade Road, Bangalore",12.9729775,77.60928199
1817,R489, Rolls,Sheesh Kebab,3.9,250,"Kebab, Iranian, Mughlai, Biryani, Rolls, Desserts",2179,"Frazer Town, Bangalore",13.00038506,77.61661381
1818,R490, Burger,Church Street Social,4,250,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Kebab",1358,"Church Street, Bangalore",12.97546709,77.60255568
1819,R493, Shake,The Sip Shop,3.8,250,"Fast Food, Ice Cream, Desserts, Beverages, Shake",1147,"City Market, Bangalore",12.9578493,77.5658143
1820,R500, Fast Food,VFC Food Palace,4.1,250,"North Indian, Chinese, Lebanese, Biryani, Fast Food, Sichuan",644,"RT Nagar, Bangalore",13.03256708,77.60875594
1821,R502, Fast Food,Zwarma,3.5,100,"Shawarma, Rolls, Sandwich, Burger, Fast Food",21,"Domlur, Bangalore",12.96747,77.636527
1822,R504, Sichuan,Odia Khaiba,3.8,100,"Odia, North Indian, Chinese, Seafood, Sichuan",1321,"Old Airport Road, Bangalore",12.95953921,77.64593571
1823,R511, Desserts,Savitha Family Restaurant,3.7,100,"North Indian, Chinese, Seafood, Mughlai, Desserts, Beverages, Sichuan",21000,"Koramangala 4th Block, Bangalore",12.93554646,77.62855668
1824,R513, Beverages,Big Chicken,4.1,150,"Burger, Sandwich, Rolls, Wraps, Beverages, Shake",2695,"Kammanahalli, Bangalore",13.0198088,77.636773
1825,R517, Sichuan,S M V Snacks Corner,4.1,150,"Fast Food, Street Food, Ice Cream, Desserts, Sichuan",432,"Basavanagudi, Bangalore",12.94900991,77.57438343
1826,R0, Sichuan,Le Arabia Restaurant,3.5,250,"Arabian, Biryani, North Indian, Chinese, Fast Food, Sichuan",1892,"Vijay Nagar, Bangalore",12.95976857,77.53175978
1827,R3, Continental,Truffles,4.3,250,"Burger, American, Bakery, Italian, Oriental, Continental, Beverages, Desserts",1822,"St. Marks Road, Bangalore",12.97192841,77.60106303
1828,R5, Desserts,Falahaar & Kota Kachori,3.9,250,"North Indian, Rajasthani, Fast Food, Mithai, Beverages, Desserts",80800,"Koramangala 7th Block, Bangalore",12.9345831,77.6125063
1829,R6, Beverages,Salt - Indian Restaurant Bar & Grill,4.1,250,"North Indian, BBQ, Biryani, Mughlai, Seafood, Beverages, Desserts",84,"UB City, Bangalore",12.97158655,77.5960585
1830,R11, Mughlai,Empire Restaurant,4.1,200,"North Indian, Biryani, Kebab, Chinese, South Indian, Mughlai, Beverages",16900,"Shivajinagar, Bangalore",12.97991952,77.60268677
1831,R17, Beverages,Onesta,4,200,"Pizza, Pasta, Sandwich, Fast Food, Desserts, Beverages",56,"Mantri Square, Malleshwaram, Bangalore",12.9915865,77.5705801
1832,R22, Beverages,A2B - Adyar Ananda Bhavan,4.2,200,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",801,"Shanti Nagar, Bangalore",12.9544136,77.5930683
1833,R24, South Indian,Nandhana Palace,4.1,200,"Biryani, Andhra, North Indian, Chinese, Mughlai, South Indian, Desserts, Beverages",8481,"Indiranagar, Bangalore",12.96213054,77.64194693
1834,R25, Ice Cream,Thalassery Restaurant,4,200,"Kerala, North Indian, Chinese, Lebanese, Biryani, Ice Cream, Beverages",9178,"Kammanahalli, Bangalore",13.01504876,77.6315745
1835,R28, Rolls,Kabab Magic,4.2,200,"North Indian, Kebab, Hyderabadi, Mughlai, Chinese, Rolls",45200,"Basavanagudi, Bangalore",12.94006366,77.57994667
1836,R30, Chinese,FreshMenu,3.9,200,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",19200,"Richmond Road, Bangalore",12.964423,77.60589
1837,R39, Biryani,EatFit,3.9,250,"Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages",2098,"Cunningham Road, Bangalore",12.986283,77.594839
1838,R40, Beverages,Big Bite,4.2,250,"Fast Food, Chinese, Street Food, Burger, Pizza, Beverages, Ice Cream",17700,"Vijay Nagar, Bangalore",12.96748498,77.53583372
1839,R41, Desserts,Subway,3.7,250,"Healthy Food, Sandwich, Wraps, Salad, Fast Food, Desserts",1210,"UB City, Bangalore",12.97180948,77.59619884
1840,R45, Mughlai,Nandhini Deluxe,4,250,"Andhra, Biryani, South Indian, North Indian, Chinese, Mughlai, Desserts, Beverages",2867,"St. Marks Road, Bangalore",12.97177485,77.60091349
1841,R46, Beverages,Sharief Bhai,4.1,250,"Biryani, Mughlai, Kebab, Afghan, Street Food, Beverages, Desserts",8135,"Frazer Town, Bangalore",12.9968193,77.61404391
1842,R49, Beverages,Kannur Food Point,3.7,250,"Kerala, Chinese, South Indian, Arabian, Juices, Beverages, Shake",51300,"BTM, Bangalore",12.93133766,77.60813367
1843,R50, Ice Cream,Imperial Restaurant,4,250,"Mughlai, North Indian, Biryani, Chinese, Seafood, Ice Cream, Desserts, Beverages",6016,"Residency Road, Bangalore",12.97134292,77.60578506
1844,R51, Ice Cream,Sri Udupi Food Hub,4.2,250,"South Indian, North Indian, Chinese, Sandwich, Street Food, Ice Cream, Shake, Beverages",516,"Majestic, Bangalore",12.97813724,77.57977707
1845,R52, Burger,Lassi Shop,3.1,250,"Beverages, Shake, Juices, Ice Cream, Desserts, Burger, Fast Food",45,"Residency Road, Bangalore",12.967382,77.599929
1846,R54, Desserts,Chai Point,4,250,"Tea, Beverages, Shake, Fast Food, Rolls, Desserts, Coffee",1772,"Church Street, Bangalore",12.97458691,77.60661118
1847,R55, Shake,Kannur Food Kitchen,3.7,250,"South Indian, Biryani, Chinese, Arabian, Beverages, Shake",20500,"BTM, Bangalore",12.9238006,77.611265
1848,R62, Beverages,Meat And Eat,3.9,250,"Burger, Sandwich, Fast Food, Wraps, Biryani, Beverages, Desserts",2431,"Domlur, Bangalore",12.96136456,77.6373611
1849,R63, Beverages,Paakashala,4.2,250,"South Indian, Street Food, Chinese, Fast Food, Ice Cream, Beverages",1489,"MG Road, Bangalore",12.97494238,77.60797475
1850,R66, Hyderabadi,Andhra Gunpowder,4.4,250,"Andhra, Biryani, South Indian, Desserts, Beverages, Hyderabadi",561,"Seshadripuram, Bangalore",12.98681,77.579384
1851,R72, Beverages,Glen's Bakehouse,4.3,150,"Bakery, Cafe, Italian, Continental, Fast Food, Beverages, Desserts",5376,"Lavelle Road, Bangalore",12.96982922,77.59748127
1852,R75, Shake,Sri Udupi Park,4.2,150,"South Indian, Chinese, Street Food, Beverages, North Indian, Shake",7960,"Residency Road, Bangalore",12.97305363,77.60916095
1853,R77, Beverages,Dindigul Thalappakatti,3.9,150,"Biryani, North Indian, South Indian, Chinese, Seafood, Beverages",2559,"MG Road, Bangalore",12.97225382,77.61873141
1854,R82, Sichuan,Royal Biryani Kitchen,3.4,200,"Biryani, North Indian, Mughlai, Fast Food, Beverages, Sichuan",33300,"BTM, Bangalore",12.9240083,77.6126
1855,R86, Beverages,Kaati Zone Rolls and Wraps,3.7,200,"Rolls, Wraps, Fast Food, Desserts, Shake, Beverages",365,"Vasanth Nagar, Bangalore",12.99221395,77.59427704
1856,R91, Beverages,Moriz Nano Restaurant,3.5,200,"North Indian, Chinese, Arabian, Mughlai, Fast Food, Beverages, Shake",1255,"Ulsoor, Bangalore",12.98757029,77.61894934
1857,R92, Burger,Smoor,4.1,200,"Asian, Italian, Salad, Pizza, Sandwich, Burger, Desserts, Beverages",169,"Lavelle Road, Bangalore",12.97309398,77.60033591
1858,R95, Ice Cream,Savi Sagar,3.8,200,"North Indian, South Indian, Chinese, Sandwich, Street Food, Ice Cream, Juices, Beverages",20600,"Malleshwaram, Bangalore",12.99647268,77.5636794
1859,R97, Beverages,Narmada Chain of Restaurants,4.3,200,"Andhra, Hyderabadi, Biryani, North Indian, Chinese, Beverages",467,"Frazer Town, Bangalore",13.0007846,77.61435941
1860,R99, Desserts,BOX8 - Desi Meals,4.2,200,"Wraps, North Indian, Fast Food, Biryani, Ice Cream, Desserts, Beverages",769,"Shanti Nagar, Bangalore",12.961168,77.598239
1861,R100, Beverages,The Pizza Bakery,4.3,200,"Pizza, Pasta, Italian, Continental, Desserts, Beverages",1198,"Church Street, Bangalore",12.975156,77.604557
1862,R103, Desserts,Roti Ghar,4.1,200,"North Indian, Chinese, South Indian, Street Food, Fast Food, Desserts, Shake, Beverages",22600,"Basavanagudi, Bangalore",12.9448214,77.5718216
1863,R106, Seafood,M.M.A Kabab and Rolls,3.6,100,"North Indian, Mughlai, Chinese, Kebab, Rolls, Seafood, Arabian, Biryani",5984,"Old Madras Road, Bangalore",12.98223719,77.63395462
1864,R111, Desserts,Biryani By Kilo,3.6,100,"Biryani, Hyderabadi, North Indian, Kebab, Mughlai, Desserts",89,"Majestic, Bangalore",12.980989,77.563602
1865,R115, Sichuan,Razakhiya Hotel,4,100,"Rolls, Chinese, North Indian, Seafood, Biryani, Sichuan",8140,"HBR Layout, Bangalore",13.0265797,77.62266554
1866,R116, Shake,Priyadarshini Grand,4.3,100,"South Indian, Street Food, Ice Cream, Desserts, Beverages, Shake",29500,"Basaveshwara Nagar, Bangalore",12.9901463,77.53776725
1867,R119, Ice Cream,New Shanthi Sagar,4.1,150,"North Indian, Street Food, Fast Food, South Indian, Chinese, Ice Cream, Shake",7408,"Rajajinagar, Bangalore",12.98603806,77.55447373
1868,R123, Beverages,Chetty's Corner,4.1,150,"Fast Food, Sandwich, Pizza, Burger, Street Food, Beverages",2350,"Seshadripuram, Bangalore",12.99252398,77.5783008
1869,R125, Pizza,Third Wave Coffee,3.4,150,"Cafe, Beverages, Desserts, Coffee, Tea, Pizza, Fast Food",285,"UB City, Bangalore",12.97135175,77.59591989
1870,R128, Desserts,Biggies Burger,4.1,150,"Burger, Wraps, Fast Food, Shake, Beverages, Desserts",1605,"Church Street, Bangalore",12.97543605,77.60325205
1871,R129, Juices,Sagar Hotel,4.2,150,"North Indian, Chinese, Street Food, Fast Food, South Indian, Juices, Beverages",10700,"Rajajinagar, Bangalore",12.99672815,77.55417634
1872,R130, Sichuan,Chowman,4,150,"Chinese, Asian, Thai, Oriental, Seafood, Sichuan, Beverages, Desserts",4254,"Indiranagar, Bangalore",12.978673,77.636602
1873,R131, Shake,New Udupi Grand,3.7,150,"South Indian, North Indian, Street Food, Beverages, Chinese, Shake",927,"Koramangala 8th Block, Bangalore",12.94368121,77.60696221
1874,R132, Hyderabadi,Biryani Trip - Destination Hyderabad,4.4,150,"Biryani, South Indian, Mughlai, Andhra, Desserts, Hyderabadi",188,"Seshadripuram, Bangalore",12.98681,77.579384
1875,R133, Beverages,Savoury Restaurant,4.1,150,"Arabian, Mughlai, North Indian, Chinese, Fast Food, Beverages, Shake, Desserts",5858,"Frazer Town, Bangalore",12.99958665,77.61595398
1876,R138, Desserts,Chef Bakers,3.6,150,"Bakery, Fast Food, Pizza, Sandwich, Burger, Desserts",99,"Koramangala 7th Block, Bangalore",12.93598956,77.61497095
1877,R151, Street Food,D - Zaprino,3.8,100,"Pizza, Burger, Wraps, Biryani, Fast Food, Street Food, Desserts, Beverages",1645,"Rajajinagar, Bangalore",13.00196196,77.55835857
1878,R162, Rolls,Juice Junction,4.2,200,"Juices, Beverages, Sandwich, Fast Food, Shake, Rolls, Healthy Food, Street Food",1031,"St. Marks Road, Bangalore",12.9721019,77.6012196
1879,R167, Desserts,Hyderabad Biryani House,4,350,"North Indian, Hyderabadi, Chinese, Biryani, Mughlai, Desserts, Beverages, Shake",6972,"Malleshwaram, Bangalore",12.99397776,77.57151548
1880,R170, Beverages,Hotel Kadamba Veg,4.2,350,"South Indian, North Indian, Chinese, Salad, Mithai, Beverages",9040,"Rajajinagar, Bangalore",12.9974957,77.5474606
1881,R181, North Indian,Anjappar,3.9,150,"South Indian, Chettinad, Biryani, Seafood, Chinese, North Indian, Desserts, Beverages",1413,"Brigade Road, Bangalore",12.97424582,77.60770451
1882,R183, Beverages,Afghani Tandoori Hub,3.4,150,"Afghan, Fast Food, Chinese, North Indian, Desserts, Beverages, Sichuan",14000,"BTM, Bangalore",12.9239805,77.6126063
1883,R186, Desserts,Shanthi Sagar,4.1,150,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Shake, Beverages",12000,"Basaveshwara Nagar, Bangalore",12.98888982,77.53762778
1884,R190, Fast Food,Rotti Walla,3.9,50,"North Indian, South Indian, Chinese, Mughlai, Biryani, Fast Food, Beverages, Desserts",12600,"Indiranagar, Bangalore",12.974159,77.635941
1885,R191, Juices,Ayodhya Vihar Pure Veg,4.2,50,"North Indian, Chinese, South Indian, Beverages, Desserts, Juices, Ice Cream, Shake",9107,"Jeevan Bhima Nagar, Bangalore",12.96858996,77.64909636
1886,R196, Desserts,Yumlane Pizza,4,50,"Shake, Ice Cream, Pizza, Beverages, Fast Food, Desserts",35,"Koramangala 5th Block, Bangalore",12.93470566,77.61609344
1887,R203, Beverages,Ayodhya Sagar,4.1,150,"South Indian, North Indian, Chinese, Street Food, Desserts, Beverages",9528,"Basaveshwara Nagar, Bangalore",12.99245766,77.53421836
1888,R213, Beverages,Le Arabia,3.7,250,"North Indian, Mughlai, Chinese, Arabian, Biryani, Beverages, Desserts, Sichuan",21500,"Basaveshwara Nagar, Bangalore",12.99855106,77.54233405
1889,R218, Desserts,Mealful Rolls - India's Biggest Rolls,4.3,250,"Rolls, Fast Food, North Indian, Wraps, Beverages, Desserts",61,"Langford Town, Bangalore",12.961168,77.598239
1890,R228, Beverages,Uttam Sagar,4,300,"South Indian, North Indian, Street Food, Chinese, Fast Food, Beverages, Desserts",16900,"Banaswadi, Bangalore",13.00941931,77.64340874
1891,R229, Seafood,Toscano,3.9,300,"Pizza, Pasta, Sandwich, Italian, BBQ, Seafood, Fast Food, Chinese",849,"UB City, Bangalore",12.97135175,77.59591989
1892,R231, Desserts,Kailash Parbat,4.1,300,"North Indian, Chinese, Street Food, Fast Food, Beverages, Desserts",3729,"Sadashiv Nagar, Bangalore",13.00748541,77.57958222
1893,R232, Sichuan,Dum Biryani Hub,3.5,300,"Biryani, North Indian, Chinese, Desserts, Beverages, Sichuan",15900,"BTM, Bangalore",12.92399235,77.61259653
1894,R233, Sichuan,Gully Treats,4,300,"Street Food, Fast Food, North Indian, Sandwich, Beverages, Sichuan",1902,"Basaveshwara Nagar, Bangalore",12.99751482,77.54106537
1895,R235, Beverages,Bhartiya Jalpan,3.7,300,"North Indian, Street Food, Rajasthani, Bengali, Mithai, Beverages, Desserts",7270,"Indiranagar, Bangalore",12.96863832,77.64156774
1896,R239, Italian,Antarastriya,3.6,350,"Pizza, Fast Food, Chinese, Beverages, Shake, Italian, Mexican, Juices",3525,"Malleshwaram, Bangalore",12.99828481,77.57077418
1897,R240, Beverages,Upahara Darshini,4.2,350,"South Indian, North Indian, Fast Food, Street Food, Ice Cream, Beverages, Chinese",8885,"Jayanagar, Bangalore",12.93289931,77.58433241
1898,R246, Juices,Antarastriya,3.9,350,"Chinese, Fast Food, Mexican, Italian, Beverages, Juices",4215,"Rajajinagar, Bangalore",12.99928447,77.54931651
1899,R249, Continental,Paris Panini - Gourmet Sandwiches,4.3,300,"Cafe, Coffee, Beverages, Desserts, French, Continental, Panini",2374,"Indiranagar, Bangalore",12.97027945,77.64447257
1900,R254, Seafood,The Taj Hotel,3.7,300,"North Indian, Chinese, Mughlai, Fast Food, Lebanese, Seafood, Rolls",1142,"City Market, Bangalore",12.9640198,77.57763373
1901,R255, Beverages,Bake and Juice,3.8,300,"Arabian, Sandwich, Burger, Biryani, Lebanese, Beverages, Juices, Shake",14800,"Hosur Road, Bangalore",12.93170201,77.60740813
1902,R260, Shake,Mumbai Xpress,3.7,300,"Fast Food, North Indian, Street Food, Beverages, Chinese, Shake, Sichuan",3360,"Koramangala 5th Block, Bangalore",12.9336133,77.61559691
1903,R261, Desserts,Hyderabadi Biryani Hub,3.8,200,"Biryani, North Indian, Chinese, Mughlai, Beverages, Desserts",15500,"BTM, Bangalore",12.92200942,77.61652496
1904,R267, Desserts,Bombay Bitess,3.6,200,"North Indian, Sandwich, Chinese, Street Food, Fast Food, Desserts, Shake, Juices",1108,"Rajajinagar, Bangalore",12.99596896,77.55396937
